Record_ID,Date,Time,Day,Is_Weekend,Location,Latitude,Longitude,Weather,Traffic_Volume,Average_Speed_kmph,Accident_Count,Congestion_Score,Congestion_Level,Risk_Score,Risk_Level
687,2025-04-27,15:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,434,47.5,0,20.26,Low,16.76,Low
688,2025-02-08,12:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,385,39.2,0,23.8,Low,19.86,Low
689,2025-03-07,21:00,Friday,No,Airport Road,15.3705,75.096,Clear,750,36.1,0,38.8,Moderate,32.21,Low
690,2025-01-17,05:00,Friday,No,Old Bus Stand,15.3502,75.138,Cloudy,583,37.6,1,35.21,Moderate,34.85,Low
691,2025-03-09,09:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Rain,740,26.3,0,44.68,Moderate,37.26,Medium
692,2025-01-11,15:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Cloudy,379,39.0,0,23.71,Low,19.79,Low
693,2025-01-30,12:00,Thursday,No,MG Road Junction,15.3647,75.1239,Rain,473,33.8,0,30.37,Low,25.38,Low
694,2025-03-18,14:00,Tuesday,No,Keshwapur,15.3565,75.1325,Rain,644,33.9,1,39.75,Moderate,38.65,Medium
695,2025-03-23,00:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,186,33.5,0,20.32,Low,17.16,Low
696,2025-04-15,01:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,740,41.0,0,35.32,Moderate,29.25,Low
697,2025-01-01,09:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,819,39.9,0,38.84,Moderate,32.15,Low
698,2025-02-03,05:00,Monday,No,Airport Road,15.3705,75.096,Cloudy,186,50.2,1,13.03,Low,16.38,Low
699,2025-02-06,12:00,Thursday,No,Gokul Road,15.3652,75.1106,Rain,592,29.1,0,37.61,Moderate,31.41,Low
700,2025-02-12,20:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,926,34.5,0,46.1,Moderate,38.22,Medium
701,2025-02-12,07:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Cloudy,939,39.2,0,43.57,Moderate,36.04,Medium
702,2025-03-18,00:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,422,46.5,0,20.47,Low,16.96,Low
703,2025-01-16,13:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,329,49.5,0,15.24,Low,12.61,Low
704,2025-04-02,09:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,1079,34.0,1,55.21,Moderate,51.3,Medium
705,2025-01-10,07:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1091,33.2,0,52.81,Moderate,43.75,Medium
706,2025-02-22,14:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,436,36.0,0,27.65,Low,23.1,Low
707,2025-04-03,16:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,470,46.0,0,22.5,Low,18.63,Low
708,2025-03-17,02:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,579,38.4,0,31.23,Low,25.96,Low
709,2025-02-05,12:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,597,40.2,0,30.73,Low,25.51,Low
710,2025-01-03,14:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,458,41.8,1,28.08,Low,28.91,Low
711,2025-02-21,16:00,Friday,No,Airport Road,15.3705,75.096,Rain,330,29.0,0,28.32,Low,23.82,Low
712,2025-04-29,10:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,598,36.8,1,36.26,Moderate,35.72,Medium
713,2025-01-29,16:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,340,45.3,0,18.31,Low,15.22,Low
714,2025-03-03,20:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,872,36.2,0,43.09,Moderate,35.72,Medium
715,2025-03-10,01:00,Monday,No,Vidya Nagar,15.37,75.119,Cloudy,431,44.1,0,22.32,Low,18.53,Low
716,2025-03-31,16:00,Monday,No,Vidya Nagar,15.37,75.119,Rain,690,36.9,0,36.15,Moderate,30.02,Low
717,2025-01-22,06:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,705,35.3,0,37.7,Moderate,31.33,Low
718,2025-01-17,00:00,Friday,No,Old Bus Stand,15.3502,75.138,Clear,590,38.1,0,31.81,Low,26.45,Low
719,2025-01-17,20:00,Friday,No,Airport Road,15.3705,75.096,Cloudy,783,37.0,0,39.4,Moderate,32.68,Low
720,2025-01-22,13:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,553,43.7,0,26.93,Low,22.31,Low
721,2025-01-20,19:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,1144,31.8,0,55.59,Moderate,46.06,Medium
722,2025-03-25,08:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,765,30.7,0,42.77,Moderate,35.59,Medium
723,2025-04-25,20:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,801,36.5,0,40.36,Moderate,33.48,Low
724,2025-03-11,12:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,561,43.5,0,27.34,Low,22.65,Low
725,2025-03-20,21:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Clear,1102,38.7,0,49.7,Moderate,41.07,Medium
726,2025-04-28,10:00,Monday,No,MG Road Junction,15.3647,75.1239,Rain,1143,28.9,0,57.4,Moderate,47.61,Medium
727,2025-03-02,20:00,Sunday,Yes,Airport Road,15.3705,75.096,Cloudy,524,35.1,1,34.7,Low,34.49,Low
728,2025-04-24,12:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Cloudy,311,42.2,1,22.58,Low,24.4,Low
729,2025-01-30,17:00,Thursday,No,Airport Road,15.3705,75.096,Cloudy,835,38.8,0,40.11,Moderate,33.22,Low
730,2025-01-04,10:00,Saturday,Yes,Airport Road,15.3705,75.096,Rain,644,37.9,0,33.87,Low,28.13,Low
731,2025-02-18,16:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,383,44.9,0,20.1,Low,16.69,Low
732,2025-04-15,08:00,Tuesday,No,Gokul Road,15.3652,75.1106,Rain,960,29.2,0,50.68,Moderate,42.11,Medium
733,2025-03-21,05:00,Friday,No,MG Road Junction,15.3647,75.1239,Cloudy,543,44.2,0,26.25,Low,21.75,Low
734,2025-03-27,08:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,853,34.1,0,43.74,Moderate,36.31,Medium
735,2025-01-03,02:00,Friday,No,Keshwapur,15.3565,75.1325,Cloudy,374,43.8,0,20.48,Low,17.03,Low
736,2025-01-29,12:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,222,48.0,0,12.38,Low,10.3,Low
737,2025-01-30,20:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,967,37.4,0,45.71,Moderate,37.84,Medium
738,2025-03-03,05:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,354,45.7,0,18.55,Low,15.41,Low
739,2025-01-19,16:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,189,47.8,0,11.33,Low,9.45,Low
740,2025-02-06,16:00,Thursday,No,Vidya Nagar,15.37,75.119,Cloudy,373,38.8,0,23.62,Low,19.73,Low
741,2025-01-21,07:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,1117,33.2,0,53.74,Moderate,44.51,Medium
742,2025-03-17,23:00,Monday,No,Airport Road,15.3705,75.096,Clear,340,39.8,0,21.81,Low,18.22,Low
743,2025-03-28,17:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,1121,31.9,1,58.04,Moderate,53.67,Medium
744,2025-03-31,06:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,478,37.0,0,28.51,Low,23.78,Low
745,2025-03-07,14:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,256,46.0,0,14.86,Low,12.38,Low
746,2025-04-02,17:00,Wednesday,No,Keshwapur,15.3565,75.1325,Clear,1073,25.8,0,56.88,Moderate,47.26,Medium
747,2025-01-11,09:00,Saturday,Yes,Airport Road,15.3705,75.096,Fog,360,37.7,0,23.86,Low,19.95,Low
748,2025-01-29,01:00,Wednesday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,561,40.6,0,29.19,Low,24.24,Low
749,2025-01-19,05:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,453,49.6,0,19.6,Low,16.17,Low
750,2025-04-01,05:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,485,40.7,0,26.41,Low,21.96,Low
751,2025-02-02,02:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Rain,445,36.2,0,27.85,Low,23.25,Low
752,2025-01-12,03:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Cloudy,331,46.3,1,20.68,Low,22.74,Low
753,2025-03-24,16:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,522,40.5,0,27.86,Low,23.15,Low
754,2025-02-14,21:00,Friday,No,Airport Road,15.3705,75.096,Rain,929,31.7,0,47.98,Moderate,39.84,Medium
755,2025-01-10,19:00,Friday,No,Gokul Road,15.3652,75.1106,Cloudy,889,40.1,0,41.21,Moderate,34.09,Low
756,2025-01-17,04:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,564,39.4,0,30.06,Low,24.98,Low
757,2025-02-01,18:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,1057,38.7,1,51.43,Moderate,48.09,Medium
758,2025-03-19,00:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Cloudy,523,34.3,0,31.84,Low,26.56,Low
759,2025-04-13,00:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,234,51.3,1,14.04,Low,17.18,Low
760,2025-01-26,23:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Rain,649,27.2,0,40.85,Moderate,34.12,Low
761,2025-04-28,06:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,378,48.4,0,17.69,Low,14.64,Low
762,2025-02-22,04:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Rain,463,29.4,0,32.82,Low,27.48,Low
763,2025-01-25,01:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Cloudy,384,50.8,1,19.71,Low,21.84,Low
764,2025-03-30,10:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Clear,821,37.7,0,40.31,Moderate,33.41,Low
765,2025-01-19,02:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,252,40.9,0,17.97,Low,15.05,Low
766,2025-03-31,14:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,498,48.8,0,21.72,Low,17.92,Low
767,2025-02-01,19:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Cloudy,908,31.5,1,50.7,Moderate,47.67,Medium
768,2025-04-27,01:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Cloudy,248,43.8,0,15.98,Low,13.35,Low
769,2025-04-29,21:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,672,49.5,0,27.48,Low,22.62,Low
770,2025-02-25,09:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,707,40.2,0,34.65,Low,28.72,Low
771,2025-03-31,09:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,795,29.3,0,44.73,Moderate,37.23,Medium
772,2025-04-29,13:00,Tuesday,No,Vidya Nagar,15.37,75.119,Cloudy,325,42.6,0,19.49,Low,16.25,Low
773,2025-02-26,14:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,409,41.1,0,23.44,Low,19.53,Low
774,2025-04-14,10:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,1035,35.0,0,49.67,Moderate,41.13,Medium
775,2025-01-19,14:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Cloudy,496,41.2,0,26.48,Low,22.01,Low
776,2025-03-26,01:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Rain,810,34.4,0,42.02,Moderate,34.89,Low
777,2025-02-25,11:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,375,36.9,0,24.9,Low,20.82,Low
778,2025-01-11,08:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,837,34.6,0,42.86,Moderate,35.57,Medium
779,2025-01-07,21:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,805,38.5,0,39.23,Moderate,32.51,Low
780,2025-02-26,14:00,Wednesday,No,Airport Road,15.3705,75.096,Cloudy,133,43.2,0,12.26,Low,10.32,Low
781,2025-02-12,11:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,247,49.1,0,12.57,Low,10.43,Low
782,2025-01-23,13:00,Thursday,No,Old Bus Stand,15.3502,75.138,Rain,713,30.5,0,41.04,Moderate,34.18,Low
783,2025-02-01,14:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Rain,652,34.9,0,36.06,Moderate,30.0,Low
784,2025-03-30,16:00,Sunday,Yes,Gokul Road,15.3652,75.1106,Clear,483,41.1,0,26.08,Low,21.69,Low
785,2025-04-01,20:00,Tuesday,No,Unkal Lake Road,15.373,75.1115,Clear,760,33.8,2,47.28,Moderate,50.42,Medium
786,2025-02-03,04:00,Monday,No,Gokul Road,15.3652,75.1106,Clear,200,45.6,0,13.12,Low,10.97,Low
787,2025-01-06,17:00,Monday,No,Gokul Road,15.3652,75.1106,Cloudy,857,31.3,0,45.67,Moderate,37.95,Medium
788,2025-04-03,23:00,Thursday,No,Hubballi Railway Station,15.3515,75.1387,Clear,370,41.3,0,21.92,Low,18.28,Low
789,2025-02-26,09:00,Wednesday,No,Gokul Road,15.3652,75.1106,Cloudy,1031,34.4,0,49.91,Moderate,41.34,Medium
790,2025-04-29,00:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Cloudy,464,36.1,0,28.59,Low,23.86,Low
791,2025-03-20,03:00,Thursday,No,Vidya Nagar,15.37,75.119,Clear,603,42.5,0,29.48,Low,24.43,Low
792,2025-01-03,20:00,Friday,No,Vidya Nagar,15.37,75.119,Cloudy,1027,35.3,0,49.19,Moderate,40.74,Medium
793,2025-04-19,01:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Rain,689,35.9,1,40.08,Moderate,38.87,Medium
794,2025-03-29,12:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,174,45.7,0,12.13,Low,10.15,Low
795,2025-03-03,09:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,790,32.9,0,42.26,Moderate,35.12,Medium
796,2025-01-09,12:00,Thursday,No,Airport Road,15.3705,75.096,Clear,291,44.1,0,17.32,Low,14.44,Low
797,2025-04-01,13:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Rain,687,36.3,0,36.42,Moderate,30.26,Low
798,2025-01-02,18:00,Thursday,No,Gokul Road,15.3652,75.1106,Fog,888,23.4,1,55.14,Moderate,51.5,Medium
799,2025-03-21,10:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,953,30.9,1,52.68,Moderate,49.31,Medium
800,2025-03-31,22:00,Monday,No,Airport Road,15.3705,75.096,Cloudy,261,43.5,0,16.63,Low,13.89,Low
801,2025-02-01,16:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,113,45.0,1,13.73,Low,17.09,Low
802,2025-03-31,06:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,643,39.4,0,32.88,Low,27.29,Low
803,2025-03-25,02:00,Tuesday,No,Gokul Road,15.3652,75.1106,Clear,533,39.7,0,28.76,Low,23.91,Low
804,2025-03-22,15:00,Saturday,Yes,Airport Road,15.3705,75.096,Clear,159,46.5,0,11.08,Low,9.28,Low
805,2025-02-07,11:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,386,47.7,0,18.42,Low,15.25,Low
806,2025-01-15,23:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Cloudy,308,46.0,1,20.05,Low,22.24,Low
807,2025-03-13,15:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,487,41.7,0,25.85,Low,21.48,Low
808,2025-01-12,16:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Rain,493,32.0,0,32.23,Low,26.94,Low
809,2025-03-20,15:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,534,38.0,1,33.21,Low,33.2,Low
810,2025-01-28,18:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,983,38.3,0,45.71,Moderate,37.81,Medium
811,2025-01-04,20:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,668,37.2,1,38.5,Moderate,37.55,Medium
812,2025-01-28,23:00,Tuesday,No,Old Bus Stand,15.3502,75.138,Cloudy,637,35.6,0,35.08,Moderate,29.18,Low
813,2025-03-24,01:00,Monday,No,MG Road Junction,15.3647,75.1239,Clear,230,53.3,0,9.29,Low,7.64,Low
814,2025-01-03,12:00,Friday,No,Unkal Lake Road,15.373,75.1115,Clear,289,50.2,0,13.37,Low,11.06,Low
815,2025-04-22,17:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Fog,946,26.9,0,51.65,Moderate,42.95,Medium
816,2025-02-12,20:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,1167,28.1,0,58.77,Moderate,48.75,Medium
817,2025-03-04,01:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,407,45.5,0,20.57,Low,17.07,Low
818,2025-01-26,03:00,Sunday,Yes,Old Bus Stand,15.3502,75.138,Rain,319,36.8,1,26.3,Low,27.58,Low
819,2025-01-29,09:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,874,39.9,0,40.8,Moderate,33.76,Low
820,2025-04-18,13:00,Friday,No,MG Road Junction,15.3647,75.1239,Clear,382,41.0,0,22.54,Low,18.79,Low
821,2025-03-01,12:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,250,51.2,0,11.34,Low,9.37,Low
822,2025-04-23,04:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,798,35.3,1,44.35,Moderate,42.38,Medium
823,2025-04-06,00:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Clear,453,51.4,0,18.46,Low,15.19,Low
824,2025-01-22,19:00,Wednesday,No,Gokul Road,15.3652,75.1106,Clear,969,35.9,0,46.74,Moderate,38.71,Medium
825,2025-04-10,17:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,1074,39.2,0,48.39,Moderate,39.98,Medium
826,2025-04-19,01:00,Saturday,Yes,Gokul Road,15.3652,75.1106,Clear,492,39.3,0,27.55,Low,22.93,Low
827,2025-03-24,00:00,Monday,No,Unkal Lake Road,15.373,75.1115,Cloudy,440,36.9,1,30.56,Low,31.05,Low
828,2025-02-15,21:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,616,30.6,0,37.51,Moderate,31.3,Low
829,2025-03-15,01:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,419,47.5,0,19.73,Low,16.33,Low
830,2025-03-18,12:00,Tuesday,No,Vidya Nagar,15.37,75.119,Rain,352,38.6,1,26.33,Low,27.56,Low
831,2025-04-29,09:00,Tuesday,No,Gokul Road,15.3652,75.1106,Cloudy,714,33.5,0,39.17,Moderate,32.58,Low
832,2025-04-06,16:00,Sunday,Yes,Vidya Nagar,15.37,75.119,Clear,295,49.3,0,14.16,Low,11.72,Low
833,2025-03-29,06:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Rain,362,42.8,0,20.68,Low,17.23,Low
834,2025-02-17,16:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,568,46.0,0,26.0,Low,21.5,Low
835,2025-04-05,05:00,Saturday,Yes,Hubballi Railway Station,15.3515,75.1387,Clear,414,37.1,0,26.17,Low,21.85,Low
836,2025-04-06,06:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,288,49.1,1,17.37,Low,19.96,Low
837,2025-02-14,23:00,Friday,No,Keshwapur,15.3565,75.1325,Clear,471,43.3,0,24.26,Low,20.14,Low
838,2025-04-10,21:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,734,43.9,0,33.26,Low,27.49,Low
839,2025-01-05,10:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Clear,796,39.6,0,38.21,Moderate,31.64,Low
840,2025-01-02,23:00,Thursday,No,MG Road Junction,15.3647,75.1239,Clear,575,41.0,0,29.43,Low,24.43,Low
841,2025-01-15,00:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,267,49.5,0,13.03,Low,10.8,Low
842,2025-02-13,17:00,Thursday,No,Airport Road,15.3705,75.096,Rain,1010,32.9,0,50.11,Moderate,41.55,Medium
843,2025-04-29,19:00,Tuesday,No,Airport Road,15.3705,75.096,Clear,651,43.6,0,30.49,Low,25.23,Low
844,2025-02-23,08:00,Sunday,Yes,Airport Road,15.3705,75.096,Rain,551,33.7,0,33.22,Low,27.71,Low
845,2025-03-27,15:00,Thursday,No,Old Bus Stand,15.3502,75.138,Cloudy,787,36.8,0,39.67,Moderate,32.91,Low
846,2025-01-27,00:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,615,27.9,1,42.53,Moderate,41.07,Medium
847,2025-03-20,18:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Cloudy,854,34.4,0,43.59,Moderate,36.17,Medium
848,2025-02-23,04:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,513,44.3,0,25.12,Low,20.82,Low
849,2025-03-13,11:00,Thursday,No,Old Bus Stand,15.3502,75.138,Clear,457,44.2,0,23.18,Low,19.24,Low
850,2025-04-26,06:00,Saturday,Yes,Unkal Lake Road,15.373,75.1115,Clear,227,41.1,0,16.95,Low,14.21,Low
851,2025-01-13,14:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,357,48.4,0,16.94,Low,14.03,Low
852,2025-01-27,14:00,Monday,No,Gokul Road,15.3652,75.1106,Rain,812,44.1,0,35.92,Moderate,29.66,Low
853,2025-01-03,07:00,Friday,No,Gokul Road,15.3652,75.1106,Rain,1093,24.8,0,58.23,Moderate,48.39,Medium
854,2025-01-31,05:00,Friday,No,Old Bus Stand,15.3502,75.138,Clear,670,38.2,0,34.6,Low,28.73,Low
855,2025-01-22,21:00,Wednesday,No,Unkal Lake Road,15.373,75.1115,Clear,771,35.2,0,40.12,Moderate,33.31,Low
856,2025-01-20,17:00,Monday,No,Hubballi Railway Station,15.3515,75.1387,Clear,937,35.1,0,46.11,Moderate,38.22,Medium
857,2025-01-02,03:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,263,45.6,0,15.37,Low,12.81,Low
858,2025-03-30,13:00,Sunday,Yes,Airport Road,15.3705,75.096,Clear,326,40.9,0,20.61,Low,17.21,Low
859,2025-01-16,04:00,Thursday,No,Keshwapur,15.3565,75.1325,Cloudy,670,38.0,1,38.06,Moderate,37.17,Medium
860,2025-04-24,01:00,Thursday,No,Keshwapur,15.3565,75.1325,Fog,335,35.9,0,24.11,Low,20.2,Low
861,2025-01-22,21:00,Wednesday,No,Old Bus Stand,15.3502,75.138,Clear,1098,35.2,0,51.79,Moderate,42.86,Medium
862,2025-04-25,10:00,Friday,No,Vidya Nagar,15.37,75.119,Clear,649,45.2,0,29.4,Low,24.3,Low
863,2025-02-25,15:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,378,42.9,0,21.19,Low,17.64,Low
864,2025-02-06,18:00,Thursday,No,Gokul Road,15.3652,75.1106,Clear,1034,32.0,1,54.87,Moderate,51.07,Medium
865,2025-02-12,22:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,203,48.1,0,11.64,Low,9.69,Low
866,2025-02-12,18:00,Wednesday,No,MG Road Junction,15.3647,75.1239,Clear,1090,35.1,0,51.57,Moderate,42.68,Medium
867,2025-03-10,14:00,Monday,No,Keshwapur,15.3565,75.1325,Rain,461,36.1,0,28.48,Low,23.77,Low
868,2025-02-08,06:00,Saturday,Yes,Keshwapur,15.3565,75.1325,Clear,430,44.2,0,22.22,Low,18.45,Low
869,2025-04-27,13:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,379,41.4,0,22.18,Low,18.49,Low
870,2025-04-11,10:00,Friday,No,Keshwapur,15.3565,75.1325,Rain,1142,25.7,1,62.74,High,57.66,Medium
871,2025-03-15,22:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Cloudy,362,35.6,0,25.27,Low,21.15,Low
872,2025-03-05,19:00,Wednesday,No,Vidya Nagar,15.37,75.119,Clear,696,37.4,0,36.04,Moderate,29.92,Low
873,2025-04-29,21:00,Tuesday,No,Gokul Road,15.3652,75.1106,Cloudy,795,30.3,0,44.09,Moderate,36.69,Medium
874,2025-04-27,02:00,Sunday,Yes,MG Road Junction,15.3647,75.1239,Clear,118,43.9,0,11.28,Low,9.5,Low
875,2025-03-21,10:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Cloudy,1081,35.9,0,50.74,Moderate,41.99,Medium
876,2025-02-20,15:00,Thursday,No,Old Bus Stand,15.3502,75.138,Cloudy,845,30.7,0,45.62,Moderate,37.93,Medium
877,2025-03-10,22:00,Monday,No,Old Bus Stand,15.3502,75.138,Cloudy,547,39.9,0,29.13,Low,24.21,Low
878,2025-01-21,04:00,Tuesday,No,MG Road Junction,15.3647,75.1239,Clear,767,38.0,1,41.53,Moderate,40.0,Medium
879,2025-03-28,11:00,Friday,No,Old Bus Stand,15.3502,75.138,Rain,765,31.8,1,45.4,Moderate,43.33,Medium
880,2025-01-30,17:00,Thursday,No,Keshwapur,15.3565,75.1325,Clear,883,34.3,0,44.69,Moderate,37.08,Medium
881,2025-02-14,06:00,Friday,No,Airport Road,15.3705,75.096,Clear,461,43.2,0,23.96,Low,19.9,Low
882,2025-03-24,08:00,Monday,No,Airport Road,15.3705,75.096,Clear,628,41.5,1,34.34,Low,34.04,Low
883,2025-02-24,00:00,Monday,No,Old Bus Stand,15.3502,75.138,Clear,422,42.4,0,23.08,Low,19.2,Low
884,2025-02-22,06:00,Saturday,Yes,Vidya Nagar,15.37,75.119,Clear,291,42.4,0,18.4,Low,15.37,Low
885,2025-03-30,21:00,Sunday,Yes,Unkal Lake Road,15.373,75.1115,Rain,710,37.0,0,36.8,Moderate,30.55,Low
886,2025-01-06,05:00,Monday,No,Vidya Nagar,15.37,75.119,Rain,602,29.7,0,37.59,Moderate,31.38,Low
887,2025-01-23,08:00,Thursday,No,Unkal Lake Road,15.373,75.1115,Clear,666,41.9,0,32.11,Low,26.59,Low
888,2025-04-02,08:00,Wednesday,No,Airport Road,15.3705,75.096,Clear,762,39.5,0,37.06,Moderate,30.71,Low
889,2025-03-28,08:00,Friday,No,Airport Road,15.3705,75.096,Clear,760,38.7,0,37.5,Moderate,31.08,Low
890,2025-03-08,19:00,Saturday,Yes,MG Road Junction,15.3647,75.1239,Clear,903,35.9,0,44.38,Moderate,36.79,Medium
891,2025-01-03,18:00,Friday,No,Gokul Road,15.3652,75.1106,Clear,1262,23.6,0,65.02,High,53.98,Medium
892,2025-01-10,16:00,Friday,No,Hubballi Railway Station,15.3515,75.1387,Rain,799,37.9,0,39.4,Moderate,32.66,Low
893,2025-03-31,20:00,Monday,No,Vidya Nagar,15.37,75.119,Clear,980,38.3,0,45.6,Moderate,37.73,Medium
894,2025-02-18,17:00,Tuesday,No,Keshwapur,15.3565,75.1325,Clear,959,31.4,0,49.25,Moderate,40.88,Medium
895,2025-03-31,22:00,Monday,No,Unkal Lake Road,15.373,75.1115,Clear,406,45.6,0,20.47,Low,16.98,Low
896,2025-04-05,19:00,Saturday,Yes,Old Bus Stand,15.3502,75.138,Rain,994,30.5,1,54.4,Moderate,50.72,Medium
897,2025-01-05,14:00,Sunday,Yes,Keshwapur,15.3565,75.1325,Cloudy,353,41.0,0,21.51,Low,17.94,Low
