Accident_ID,Date,Time,Location,Latitude,Longitude,Weather,Traffic_Volume,Severity
335,2025-04-17,09:00,Keshwapur,15.3565,75.1325,Clear,1033,Minor
336,2025-04-25,00:00,Airport Road,15.3705,75.096,Rain,501,Minor
337,2025-03-08,12:00,Old Bus Stand,15.3502,75.138,Rain,530,Moderate
338,2025-04-13,18:00,Airport Road,15.3705,75.096,Clear,607,Moderate
339,2025-02-05,09:00,Unkal Lake Road,15.373,75.1115,Rain,904,Moderate
340,2025-03-26,14:00,MG Road Junction,15.3647,75.1239,Clear,519,Minor
341,2025-02-23,18:00,Gokul Road,15.3652,75.1106,Fog,898,Minor
342,2025-04-27,01:00,MG Road Junction,15.3647,75.1239,Clear,442,Minor
343,2025-02-26,11:00,Airport Road,15.3705,75.096,Cloudy,334,Major
344,2025-02-09,18:00,Old Bus Stand,15.3502,75.138,Cloudy,952,Minor
345,2025-01-25,16:00,Unkal Lake Road,15.373,75.1115,Clear,287,Moderate
346,2025-02-25,04:00,Airport Road,15.3705,75.096,Rain,413,Moderate
347,2025-04-10,20:00,Gokul Road,15.3652,75.1106,Rain,1162,Minor
348,2025-02-24,16:00,Hubballi Railway Station,15.3515,75.1387,Clear,892,Minor
349,2025-03-13,00:00,MG Road Junction,15.3647,75.1239,Rain,825,Moderate
350,2025-04-19,12:00,Airport Road,15.3705,75.096,Cloudy,236,Minor
351,2025-01-24,04:00,MG Road Junction,15.3647,75.1239,Rain,658,Minor
352,2025-04-24,07:00,Unkal Lake Road,15.373,75.1115,Cloudy,736,Minor
353,2025-03-24,17:00,MG Road Junction,15.3647,75.1239,Rain,1180,Moderate
354,2025-02-17,08:00,Gokul Road,15.3652,75.1106,Rain,1354,Major
355,2025-01-25,09:00,Old Bus Stand,15.3502,75.138,Cloudy,790,Moderate
356,2025-01-24,19:00,MG Road Junction,15.3647,75.1239,Fog,1188,Moderate
357,2025-03-28,20:00,Hubballi Railway Station,15.3515,75.1387,Clear,1221,Minor
358,2025-01-12,13:00,MG Road Junction,15.3647,75.1239,Clear,348,Moderate
359,2025-02-20,19:00,Vidya Nagar,15.37,75.119,Clear,781,Major
360,2025-04-18,03:00,Airport Road,15.3705,75.096,Clear,233,Minor
361,2025-02-06,21:00,Gokul Road,15.3652,75.1106,Rain,1122,Minor
362,2025-04-25,16:00,Keshwapur,15.3565,75.1325,Clear,375,Major
363,2025-04-09,01:00,Vidya Nagar,15.37,75.119,Rain,455,Moderate
364,2025-01-30,07:00,Gokul Road,15.3652,75.1106,Rain,1161,Minor
365,2025-04-15,11:00,Vidya Nagar,15.37,75.119,Clear,344,Major
366,2025-03-30,14:00,Keshwapur,15.3565,75.1325,Clear,377,Minor
367,2025-01-22,11:00,Airport Road,15.3705,75.096,Clear,329,Minor
368,2025-03-25,08:00,Vidya Nagar,15.37,75.119,Clear,814,Moderate
369,2025-04-12,20:00,Old Bus Stand,15.3502,75.138,Rain,1027,Minor
370,2025-02-06,22:00,Gokul Road,15.3652,75.1106,Cloudy,672,Moderate
371,2025-04-29,12:00,Airport Road,15.3705,75.096,Rain,412,Minor
372,2025-04-02,20:00,Old Bus Stand,15.3502,75.138,Cloudy,952,Minor
373,2025-02-11,04:00,Vidya Nagar,15.37,75.119,Cloudy,388,Minor
374,2025-02-06,04:00,Keshwapur,15.3565,75.1325,Rain,783,Moderate
375,2025-01-04,11:00,Hubballi Railway Station,15.3515,75.1387,Clear,440,Minor
376,2025-03-24,08:00,Keshwapur,15.3565,75.1325,Cloudy,899,Major
377,2025-02-03,00:00,Unkal Lake Road,15.373,75.1115,Rain,511,Moderate
378,2025-03-17,09:00,Unkal Lake Road,15.373,75.1115,Cloudy,726,Minor
379,2025-04-04,23:00,MG Road Junction,15.3647,75.1239,Clear,367,Minor
380,2025-03-08,23:00,Vidya Nagar,15.37,75.119,Clear,528,Moderate
381,2025-01-22,15:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,463,Minor
382,2025-03-06,23:00,Vidya Nagar,15.37,75.119,Rain,544,Minor
383,2025-01-16,17:00,Keshwapur,15.3565,75.1325,Clear,826,Minor
384,2025-04-04,21:00,Unkal Lake Road,15.373,75.1115,Clear,926,Minor
385,2025-03-12,21:00,Gokul Road,15.3652,75.1106,Clear,1239,Minor
386,2025-02-12,05:00,MG Road Junction,15.3647,75.1239,Rain,679,Moderate
387,2025-04-12,09:00,Unkal Lake Road,15.373,75.1115,Rain,595,Major
388,2025-01-25,07:00,Keshwapur,15.3565,75.1325,Cloudy,873,Minor
389,2025-01-17,10:00,Vidya Nagar,15.37,75.119,Fog,784,Moderate
390,2025-01-03,23:00,Hubballi Railway Station,15.3515,75.1387,Rain,884,Major
391,2025-02-25,23:00,Keshwapur,15.3565,75.1325,Clear,510,Major
392,2025-02-27,21:00,Old Bus Stand,15.3502,75.138,Clear,1031,Major
393,2025-02-02,10:00,Unkal Lake Road,15.373,75.1115,Clear,624,Moderate
394,2025-02-16,07:00,Vidya Nagar,15.37,75.119,Rain,840,Moderate
395,2025-03-07,16:00,Unkal Lake Road,15.373,75.1115,Clear,282,Minor
396,2025-01-25,15:00,Gokul Road,15.3652,75.1106,Cloudy,354,Minor
397,2025-02-16,05:00,Vidya Nagar,15.37,75.119,Rain,539,Major
398,2025-03-31,03:00,Hubballi Railway Station,15.3515,75.1387,Fog,298,Minor
399,2025-04-24,08:00,Vidya Nagar,15.37,75.119,Cloudy,915,Minor
400,2025-03-23,07:00,MG Road Junction,15.3647,75.1239,Cloudy,807,Minor
401,2025-03-23,05:00,Old Bus Stand,15.3502,75.138,Clear,328,Moderate
402,2025-04-20,20:00,Vidya Nagar,15.37,75.119,Clear,717,Moderate
403,2025-01-04,17:00,Unkal Lake Road,15.373,75.1115,Fog,585,Minor
404,2025-01-05,09:00,Airport Road,15.3705,75.096,Cloudy,531,Minor
405,2025-02-06,22:00,Unkal Lake Road,15.373,75.1115,Cloudy,193,Moderate
406,2025-03-13,09:00,Unkal Lake Road,15.373,75.1115,Rain,1043,Minor
407,2025-02-16,03:00,Old Bus Stand,15.3502,75.138,Rain,316,Moderate
408,2025-01-09,15:00,Airport Road,15.3705,75.096,Cloudy,397,Minor
409,2025-02-10,10:00,Old Bus Stand,15.3502,75.138,Cloudy,793,Major
410,2025-03-07,00:00,Keshwapur,15.3565,75.1325,Clear,456,Minor
411,2025-02-25,04:00,Unkal Lake Road,15.373,75.1115,Clear,503,Moderate
412,2025-02-22,18:00,Gokul Road,15.3652,75.1106,Clear,806,Moderate
413,2025-04-01,09:00,Vidya Nagar,15.37,75.119,Clear,685,Minor
414,2025-01-13,18:00,Hubballi Railway Station,15.3515,75.1387,Rain,1000,Minor
415,2025-01-19,12:00,Hubballi Railway Station,15.3515,75.1387,Rain,279,Minor
416,2025-02-21,06:00,Airport Road,15.3705,75.096,Rain,325,Major
417,2025-03-14,20:00,Vidya Nagar,15.37,75.119,Cloudy,1182,Minor
418,2025-01-17,19:00,Vidya Nagar,15.37,75.119,Clear,838,Moderate
419,2025-04-26,19:00,MG Road Junction,15.3647,75.1239,Clear,770,Major
420,2025-04-18,11:00,Hubballi Railway Station,15.3515,75.1387,Clear,525,Moderate
421,2025-02-09,19:00,Vidya Nagar,15.37,75.119,Rain,737,Moderate
422,2025-03-13,08:00,Hubballi Railway Station,15.3515,75.1387,Clear,984,Moderate
423,2025-04-13,19:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,848,Major
424,2025-03-16,21:00,Gokul Road,15.3652,75.1106,Rain,1118,Major
425,2025-01-13,06:00,Keshwapur,15.3565,75.1325,Clear,439,Major
426,2025-01-08,17:00,Old Bus Stand,15.3502,75.138,Clear,942,Moderate
427,2025-01-20,21:00,Airport Road,15.3705,75.096,Cloudy,635,Minor
428,2025-03-10,14:00,MG Road Junction,15.3647,75.1239,Clear,497,Minor
429,2025-03-25,16:00,Vidya Nagar,15.37,75.119,Clear,361,Minor
430,2025-03-27,06:00,Gokul Road,15.3652,75.1106,Clear,549,Major
431,2025-01-13,12:00,Keshwapur,15.3565,75.1325,Rain,525,Major
432,2025-01-27,05:00,Keshwapur,15.3565,75.1325,Fog,537,Minor
433,2025-03-09,20:00,Unkal Lake Road,15.373,75.1115,Cloudy,541,Minor
434,2025-03-13,02:00,Hubballi Railway Station,15.3515,75.1387,Clear,467,Minor
435,2025-03-26,04:00,Keshwapur,15.3565,75.1325,Rain,839,Minor
436,2025-03-07,19:00,Gokul Road,15.3652,75.1106,Clear,858,Moderate
437,2025-04-02,19:00,MG Road Junction,15.3647,75.1239,Clear,1227,Minor
438,2025-03-14,14:00,Old Bus Stand,15.3502,75.138,Rain,422,Minor
439,2025-02-09,20:00,Gokul Road,15.3652,75.1106,Cloudy,800,Minor
440,2025-03-22,19:00,Airport Road,15.3705,75.096,Cloudy,645,Minor
441,2025-01-12,17:00,Vidya Nagar,15.37,75.119,Clear,593,Major
442,2025-02-19,08:00,Hubballi Railway Station,15.3515,75.1387,Clear,1313,Minor
443,2025-01-21,09:00,Keshwapur,15.3565,75.1325,Cloudy,945,Major
444,2025-04-06,09:00,Gokul Road,15.3652,75.1106,Cloudy,809,Minor
445,2025-02-20,08:00,Hubballi Railway Station,15.3515,75.1387,Clear,1088,Minor
446,2025-02-21,22:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,485,Moderate
447,2025-02-08,06:00,Vidya Nagar,15.37,75.119,Clear,291,Moderate
448,2025-02-26,15:00,MG Road Junction,15.3647,75.1239,Clear,555,Moderate
449,2025-04-27,09:00,Gokul Road,15.3652,75.1106,Cloudy,650,Minor
450,2025-01-22,12:00,Unkal Lake Road,15.373,75.1115,Rain,561,Minor
451,2025-03-05,06:00,Old Bus Stand,15.3502,75.138,Clear,409,Moderate
452,2025-02-17,14:00,MG Road Junction,15.3647,75.1239,Rain,536,Minor
453,2025-04-01,01:00,MG Road Junction,15.3647,75.1239,Clear,583,Minor
454,2025-01-13,14:00,Gokul Road,15.3652,75.1106,Clear,236,Moderate
455,2025-04-27,07:00,Vidya Nagar,15.37,75.119,Rain,781,Minor
456,2025-03-25,07:00,Hubballi Railway Station,15.3515,75.1387,Clear,952,Minor
457,2025-03-11,21:00,Vidya Nagar,15.37,75.119,Cloudy,768,Minor
458,2025-02-25,07:00,Keshwapur,15.3565,75.1325,Clear,800,Major
459,2025-03-09,00:00,Gokul Road,15.3652,75.1106,Clear,334,Minor
460,2025-04-20,20:00,Old Bus Stand,15.3502,75.138,Rain,1004,Major
461,2025-03-11,11:00,Old Bus Stand,15.3502,75.138,Clear,298,Minor
462,2025-02-26,10:00,Gokul Road,15.3652,75.1106,Cloudy,893,Moderate
463,2025-03-04,08:00,Gokul Road,15.3652,75.1106,Clear,877,Minor
464,2025-02-12,18:00,Gokul Road,15.3652,75.1106,Clear,1207,Minor
465,2025-04-10,14:00,Keshwapur,15.3565,75.1325,Clear,449,Moderate
466,2025-01-01,20:00,Hubballi Railway Station,15.3515,75.1387,Rain,1183,Moderate
467,2025-03-18,03:00,Gokul Road,15.3652,75.1106,Clear,381,Moderate
468,2025-02-02,20:00,Keshwapur,15.3565,75.1325,Clear,662,Moderate
469,2025-01-06,20:00,Hubballi Railway Station,15.3515,75.1387,Clear,889,Minor
470,2025-02-02,18:00,MG Road Junction,15.3647,75.1239,Clear,737,Minor
471,2025-03-21,20:00,Old Bus Stand,15.3502,75.138,Clear,1201,Minor
472,2025-01-16,12:00,MG Road Junction,15.3647,75.1239,Clear,775,Major
473,2025-04-27,14:00,Keshwapur,15.3565,75.1325,Cloudy,437,Minor
474,2025-01-05,09:00,Gokul Road,15.3652,75.1106,Clear,940,Major
475,2025-04-24,05:00,Gokul Road,15.3652,75.1106,Rain,683,Minor
476,2025-01-15,13:00,Vidya Nagar,15.37,75.119,Rain,493,Moderate
477,2025-02-23,14:00,Airport Road,15.3705,75.096,Clear,293,Minor
478,2025-02-16,03:00,Unkal Lake Road,15.373,75.1115,Cloudy,318,Minor
479,2025-03-18,21:00,Hubballi Railway Station,15.3515,75.1387,Clear,998,Moderate
480,2025-02-28,07:00,Hubballi Railway Station,15.3515,75.1387,Rain,1279,Minor
481,2025-02-27,17:00,Keshwapur,15.3565,75.1325,Clear,905,Major
482,2025-04-26,13:00,Old Bus Stand,15.3502,75.138,Rain,460,Moderate
483,2025-01-01,09:00,Unkal Lake Road,15.373,75.1115,Clear,805,Moderate
484,2025-01-03,01:00,Old Bus Stand,15.3502,75.138,Cloudy,829,Major
485,2025-01-25,04:00,Keshwapur,15.3565,75.1325,Clear,460,Moderate
486,2025-03-08,00:00,Old Bus Stand,15.3502,75.138,Rain,451,Moderate
487,2025-01-21,02:00,Hubballi Railway Station,15.3515,75.1387,Clear,534,Minor
488,2025-02-22,01:00,Vidya Nagar,15.37,75.119,Clear,349,Minor
489,2025-02-11,03:00,Old Bus Stand,15.3502,75.138,Cloudy,359,Moderate
490,2025-03-08,19:00,Old Bus Stand,15.3502,75.138,Cloudy,891,Major
491,2025-02-11,21:00,Gokul Road,15.3652,75.1106,Rain,976,Minor
492,2025-01-31,23:00,Gokul Road,15.3652,75.1106,Clear,372,Minor
493,2025-04-17,20:00,Airport Road,15.3705,75.096,Cloudy,808,Moderate
494,2025-01-07,15:00,Hubballi Railway Station,15.3515,75.1387,Clear,641,Minor
495,2025-03-14,07:00,Keshwapur,15.3565,75.1325,Clear,808,Moderate
496,2025-04-21,21:00,Airport Road,15.3705,75.096,Clear,668,Moderate
497,2025-03-17,21:00,Old Bus Stand,15.3502,75.138,Clear,1291,Minor
498,2025-04-15,04:00,Unkal Lake Road,15.373,75.1115,Clear,433,Major
499,2025-03-19,20:00,Keshwapur,15.3565,75.1325,Clear,945,Minor
500,2025-02-12,08:00,MG Road Junction,15.3647,75.1239,Clear,1117,Moderate
501,2025-03-11,23:00,MG Road Junction,15.3647,75.1239,Clear,555,Minor
502,2025-01-27,05:00,Hubballi Railway Station,15.3515,75.1387,Rain,602,Minor
503,2025-02-03,07:00,Unkal Lake Road,15.373,75.1115,Cloudy,830,Moderate
504,2025-04-27,12:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,165,Minor
505,2025-03-25,18:00,Gokul Road,15.3652,75.1106,Cloudy,1106,Minor
506,2025-02-04,18:00,Airport Road,15.3705,75.096,Cloudy,750,Minor
507,2025-03-02,02:00,MG Road Junction,15.3647,75.1239,Cloudy,521,Minor
508,2025-01-17,21:00,Hubballi Railway Station,15.3515,75.1387,Clear,1357,Minor
509,2025-01-24,08:00,Unkal Lake Road,15.373,75.1115,Clear,751,Minor
510,2025-04-24,13:00,Vidya Nagar,15.37,75.119,Rain,398,Major
511,2025-01-06,09:00,Old Bus Stand,15.3502,75.138,Rain,1391,Moderate
512,2025-03-25,09:00,MG Road Junction,15.3647,75.1239,Clear,1067,Minor
513,2025-01-12,01:00,Gokul Road,15.3652,75.1106,Clear,444,Moderate
514,2025-03-24,17:00,Airport Road,15.3705,75.096,Clear,778,Minor
515,2025-03-17,05:00,Hubballi Railway Station,15.3515,75.1387,Clear,337,Minor
516,2025-04-10,07:00,Gokul Road,15.3652,75.1106,Clear,928,Minor
517,2025-04-16,10:00,Old Bus Stand,15.3502,75.138,Clear,964,Minor
518,2025-02-13,16:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,539,Major
519,2025-03-11,20:00,MG Road Junction,15.3647,75.1239,Rain,1500,Minor
520,2025-04-16,09:00,Unkal Lake Road,15.373,75.1115,Clear,725,Moderate
521,2025-01-04,19:00,Gokul Road,15.3652,75.1106,Clear,668,Minor
522,2025-01-23,14:00,Keshwapur,15.3565,75.1325,Cloudy,647,Minor
523,2025-03-06,04:00,Old Bus Stand,15.3502,75.138,Clear,470,Moderate
524,2025-01-29,17:00,Gokul Road,15.3652,75.1106,Rain,1229,Moderate
525,2025-03-23,06:00,Old Bus Stand,15.3502,75.138,Clear,445,Minor
526,2025-03-03,22:00,Gokul Road,15.3652,75.1106,Clear,613,Minor
527,2025-01-20,00:00,Hubballi Railway Station,15.3515,75.1387,Cloudy,588,Minor
528,2025-02-26,08:00,Vidya Nagar,15.37,75.119,Clear,661,Major
529,2025-02-06,18:00,Old Bus Stand,15.3502,75.138,Clear,903,Minor
530,2025-04-07,06:00,Unkal Lake Road,15.373,75.1115,Clear,496,Minor
531,2025-04-28,03:00,MG Road Junction,15.3647,75.1239,Fog,374,Moderate
532,2025-01-18,13:00,Hubballi Railway Station,15.3515,75.1387,Clear,542,Minor
533,2025-03-04,20:00,Vidya Nagar,15.37,75.119,Rain,954,Minor
534,2025-03-27,04:00,Vidya Nagar,15.37,75.119,Clear,403,Minor
535,2025-04-16,10:00,MG Road Junction,15.3647,75.1239,Cloudy,1048,Moderate
536,2025-04-21,05:00,Vidya Nagar,15.37,75.119,Clear,310,Minor
537,2025-01-17,01:00,MG Road Junction,15.3647,75.1239,Clear,541,Minor
538,2025-04-23,20:00,Keshwapur,15.3565,75.1325,Clear,850,Major
539,2025-03-02,06:00,Gokul Road,15.3652,75.1106,Clear,524,Minor
540,2025-01-28,23:00,Hubballi Railway Station,15.3515,75.1387,Rain,620,Minor
541,2025-01-07,19:00,Unkal Lake Road,15.373,75.1115,Fog,805,Minor
542,2025-01-20,08:00,Airport Road,15.3705,75.096,Rain,925,Moderate
543,2025-03-16,15:00,Airport Road,15.3705,75.096,Clear,469,Major
544,2025-01-26,23:00,Unkal Lake Road,15.373,75.1115,Clear,175,Minor
545,2025-01-31,23:00,Old Bus Stand,15.3502,75.138,Cloudy,486,Minor
546,2025-01-05,08:00,Old Bus Stand,15.3502,75.138,Clear,768,Minor
547,2025-03-28,12:00,Unkal Lake Road,15.373,75.1115,Clear,400,Minor
548,2025-02-16,16:00,Hubballi Railway Station,15.3515,75.1387,Rain,624,Moderate
549,2025-04-05,23:00,Vidya Nagar,15.37,75.119,Clear,286,Minor
550,2025-01-30,18:00,MG Road Junction,15.3647,75.1239,Clear,977,Minor
551,2025-02-02,07:00,Hubballi Railway Station,15.3515,75.1387,Rain,1042,Minor
552,2025-04-04,15:00,MG Road Junction,15.3647,75.1239,Rain,998,Minor
553,2025-01-04,06:00,MG Road Junction,15.3647,75.1239,Clear,236,Moderate
554,2025-04-15,00:00,Gokul Road,15.3652,75.1106,Clear,634,Minor
555,2025-03-31,12:00,Hubballi Railway Station,15.3515,75.1387,Clear,528,Major
556,2025-02-12,23:00,Hubballi Railway Station,15.3515,75.1387,Clear,552,Minor
557,2025-01-04,14:00,Gokul Road,15.3652,75.1106,Clear,449,Major
558,2025-01-10,15:00,Unkal Lake Road,15.373,75.1115,Cloudy,481,Minor
559,2025-02-21,10:00,Keshwapur,15.3565,75.1325,Rain,1104,Moderate
560,2025-04-17,02:00,Unkal Lake Road,15.373,75.1115,Clear,566,Minor
561,2025-04-18,19:00,Vidya Nagar,15.37,75.119,Rain,1018,Moderate
562,2025-01-24,10:00,Gokul Road,15.3652,75.1106,Fog,888,Minor
563,2025-04-14,17:00,MG Road Junction,15.3647,75.1239,Clear,1157,Minor
564,2025-03-26,21:00,Gokul Road,15.3652,75.1106,Rain,978,Moderate
